Filename,Filepath,Flower,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7,Fold_8,Fold_9,Fold_10
1377.jpg,Flavia_dataset\Nanmu\1377.jpg,Nanmu,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
1378.jpg,Flavia_dataset\Nanmu\1378.jpg,Nanmu,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
1379.jpg,Flavia_dataset\Nanmu\1379.jpg,Nanmu,Test,Valid,Train,Train,Train,Train,Train,Train,Train,Train
1380.jpg,Flavia_dataset\Nanmu\1380.jpg,Nanmu,Valid,Train,Train,Test,Train,Train,Train,Train,Train,Train
1381.jpg,Flavia_dataset\Nanmu\1381.jpg,Nanmu,Train,Train,Valid,Train,Train,Test,Train,Train,Train,Train
1382.jpg,Flavia_dataset\Nanmu\1382.jpg,Nanmu,Test,Valid,Train,Train,Train,Train,Train,Train,Train,Train
1383.jpg,Flavia_dataset\Nanmu\1383.jpg,Nanmu,Train,Train,Test,Train,Train,Valid,Train,Train,Train,Train
1384.jpg,Flavia_dataset\Nanmu\1384.jpg,Nanmu,Train,Train,Train,Valid,Test,Train,Train,Train,Train,Train
1385.jpg,Flavia_dataset\Nanmu\1385.jpg,Nanmu,Train,Train,Train,Test,Train,Train,Train,Train,Valid,Train
1386.jpg,Flavia_dataset\castor aralia\1386.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1387.jpg,Flavia_dataset\castor aralia\1387.jpg,castor aralia,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
1388.jpg,Flavia_dataset\castor aralia\1388.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
1389.jpg,Flavia_dataset\castor aralia\1389.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
1390.jpg,Flavia_dataset\castor aralia\1390.jpg,castor aralia,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
1391.jpg,Flavia_dataset\castor aralia\1391.jpg,castor aralia,Train,Train,Valid,Test,Train,Train,Train,Train,Train,Train
1392.jpg,Flavia_dataset\castor aralia\1392.jpg,castor aralia,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
1393.jpg,Flavia_dataset\castor aralia\1393.jpg,castor aralia,Train,Train,Train,Valid,Test,Train,Train,Train,Train,Train
1394.jpg,Flavia_dataset\castor aralia\1394.jpg,castor aralia,Train,Train,Train,Train,Train,Valid,Test,Train,Train,Train
1395.jpg,Flavia_dataset\castor aralia\1395.jpg,castor aralia,Train,Test,Train,Train,Train,Train,Train,Valid,Train,Train
1396.jpg,Flavia_dataset\castor aralia\1396.jpg,castor aralia,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
1397.jpg,Flavia_dataset\castor aralia\1397.jpg,castor aralia,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1398.jpg,Flavia_dataset\castor aralia\1398.jpg,castor aralia,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1399.jpg,Flavia_dataset\castor aralia\1399.jpg,castor aralia,Train,Train,Train,Train,Train,Test,Valid,Train,Train,Train
1400.jpg,Flavia_dataset\castor aralia\1400.jpg,castor aralia,Train,Valid,Train,Train,Train,Train,Train,Train,Test,Train
1401.jpg,Flavia_dataset\castor aralia\1401.jpg,castor aralia,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1402.jpg,Flavia_dataset\castor aralia\1402.jpg,castor aralia,Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
1403.jpg,Flavia_dataset\castor aralia\1403.jpg,castor aralia,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
1404.jpg,Flavia_dataset\castor aralia\1404.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
1405.jpg,Flavia_dataset\castor aralia\1405.jpg,castor aralia,Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
1406.jpg,Flavia_dataset\castor aralia\1406.jpg,castor aralia,Train,Train,Valid,Test,Train,Train,Train,Train,Train,Train
1407.jpg,Flavia_dataset\castor aralia\1407.jpg,castor aralia,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
1408.jpg,Flavia_dataset\castor aralia\1408.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
1409.jpg,Flavia_dataset\castor aralia\1409.jpg,castor aralia,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1410.jpg,Flavia_dataset\castor aralia\1410.jpg,castor aralia,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
1411.jpg,Flavia_dataset\castor aralia\1411.jpg,castor aralia,Train,Train,Train,Train,Train,Valid,Train,Test,Train,Train
1412.jpg,Flavia_dataset\castor aralia\1412.jpg,castor aralia,Train,Train,Train,Test,Train,Train,Train,Valid,Train,Train
1413.jpg,Flavia_dataset\castor aralia\1413.jpg,castor aralia,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
1414.jpg,Flavia_dataset\castor aralia\1414.jpg,castor aralia,Valid,Train,Train,Train,Train,Train,Test,Train,Train,Train
1415.jpg,Flavia_dataset\castor aralia\1415.jpg,castor aralia,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1416.jpg,Flavia_dataset\castor aralia\1416.jpg,castor aralia,Train,Train,Train,Train,Train,Test,Train,Train,Train,Valid
1417.jpg,Flavia_dataset\castor aralia\1417.jpg,castor aralia,Train,Test,Train,Valid,Train,Train,Train,Train,Train,Train
1418.jpg,Flavia_dataset\castor aralia\1418.jpg,castor aralia,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
1419.jpg,Flavia_dataset\castor aralia\1419.jpg,castor aralia,Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
1420.jpg,Flavia_dataset\castor aralia\1420.jpg,castor aralia,Train,Train,Valid,Train,Train,Train,Train,Train,Test,Train
1421.jpg,Flavia_dataset\castor aralia\1421.jpg,castor aralia,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
1422.jpg,Flavia_dataset\castor aralia\1422.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
1423.jpg,Flavia_dataset\castor aralia\1423.jpg,castor aralia,Train,Train,Train,Test,Train,Train,Valid,Train,Train,Train
1424.jpg,Flavia_dataset\castor aralia\1424.jpg,castor aralia,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
1425.jpg,Flavia_dataset\castor aralia\1425.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
1426.jpg,Flavia_dataset\castor aralia\1426.jpg,castor aralia,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
1427.jpg,Flavia_dataset\castor aralia\1427.jpg,castor aralia,Test,Train,Train,Train,Valid,Train,Train,Train,Train,Train
1428.jpg,Flavia_dataset\castor aralia\1428.jpg,castor aralia,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
1429.jpg,Flavia_dataset\castor aralia\1429.jpg,castor aralia,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
1430.jpg,Flavia_dataset\castor aralia\1430.jpg,castor aralia,Train,Train,Valid,Train,Train,Test,Train,Train,Train,Train
1431.jpg,Flavia_dataset\castor aralia\1431.jpg,castor aralia,Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
1432.jpg,Flavia_dataset\castor aralia\1432.jpg,castor aralia,Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
1433.jpg,Flavia_dataset\castor aralia\1433.jpg,castor aralia,Valid,Train,Train,Test,Train,Train,Train,Train,Train,Train
1434.jpg,Flavia_dataset\castor aralia\1434.jpg,castor aralia,Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
1435.jpg,Flavia_dataset\castor aralia\1435.jpg,castor aralia,Train,Train,Train,Train,Train,Test,Valid,Train,Train,Train
1436.jpg,Flavia_dataset\castor aralia\1436.jpg,castor aralia,Train,Valid,Train,Train,Test,Train,Train,Train,Train,Train
1437.jpg,Flavia_dataset\castor aralia\1437.jpg,castor aralia,Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
1438.jpg,Flavia_dataset\goldenrain tree\1438.jpg,goldenrain tree,Train,Test,Train,Train,Train,Train,Train,Valid,Train,Train
1439.jpg,Flavia_dataset\goldenrain tree\1439.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
1440.jpg,Flavia_dataset\goldenrain tree\1440.jpg,goldenrain tree,Train,Train,Train,Train,Train,Valid,Train,Train,Test,Train
1441.jpg,Flavia_dataset\goldenrain tree\1441.jpg,goldenrain tree,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
1442.jpg,Flavia_dataset\goldenrain tree\1442.jpg,goldenrain tree,Train,Train,Train,Valid,Train,Train,Test,Train,Train,Train
1443.jpg,Flavia_dataset\goldenrain tree\1443.jpg,goldenrain tree,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1444.jpg,Flavia_dataset\goldenrain tree\1444.jpg,goldenrain tree,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
1445.jpg,Flavia_dataset\goldenrain tree\1445.jpg,goldenrain tree,Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
1446.jpg,Flavia_dataset\goldenrain tree\1446.jpg,goldenrain tree,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
1447.jpg,Flavia_dataset\goldenrain tree\1447.jpg,goldenrain tree,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
1448.jpg,Flavia_dataset\goldenrain tree\1448.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
1449.jpg,Flavia_dataset\goldenrain tree\1449.jpg,goldenrain tree,Train,Train,Train,Test,Valid,Train,Train,Train,Train,Train
1450.jpg,Flavia_dataset\goldenrain tree\1450.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Train,Test,Valid
1451.jpg,Flavia_dataset\goldenrain tree\1451.jpg,goldenrain tree,Train,Test,Train,Train,Train,Train,Train,Train,Valid,Train
1452.jpg,Flavia_dataset\goldenrain tree\1452.jpg,goldenrain tree,Train,Train,Valid,Train,Train,Train,Train,Test,Train,Train
1453.jpg,Flavia_dataset\goldenrain tree\1453.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
1454.jpg,Flavia_dataset\goldenrain tree\1454.jpg,goldenrain tree,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1455.jpg,Flavia_dataset\goldenrain tree\1455.jpg,goldenrain tree,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Test
1456.jpg,Flavia_dataset\goldenrain tree\1456.jpg,goldenrain tree,Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
1457.jpg,Flavia_dataset\goldenrain tree\1457.jpg,goldenrain tree,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
1458.jpg,Flavia_dataset\goldenrain tree\1458.jpg,goldenrain tree,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
1459.jpg,Flavia_dataset\goldenrain tree\1459.jpg,goldenrain tree,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
1460.jpg,Flavia_dataset\goldenrain tree\1460.jpg,goldenrain tree,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
1461.jpg,Flavia_dataset\goldenrain tree\1461.jpg,goldenrain tree,Test,Train,Train,Train,Train,Train,Train,Train,Train,Valid
1462.jpg,Flavia_dataset\goldenrain tree\1462.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
1463.jpg,Flavia_dataset\goldenrain tree\1463.jpg,goldenrain tree,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
1464.jpg,Flavia_dataset\goldenrain tree\1464.jpg,goldenrain tree,Train,Train,Test,Train,Train,Valid,Train,Train,Train,Train
1465.jpg,Flavia_dataset\goldenrain tree\1465.jpg,goldenrain tree,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
1466.jpg,Flavia_dataset\goldenrain tree\1466.jpg,goldenrain tree,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
1467.jpg,Flavia_dataset\goldenrain tree\1467.jpg,goldenrain tree,Train,Train,Valid,Train,Train,Train,Train,Train,Test,Train
1468.jpg,Flavia_dataset\goldenrain tree\1468.jpg,goldenrain tree,Train,Train,Train,Test,Train,Train,Valid,Train,Train,Train
1469.jpg,Flavia_dataset\goldenrain tree\1469.jpg,goldenrain tree,Train,Train,Train,Train,Train,Test,Train,Train,Valid,Train
1470.jpg,Flavia_dataset\goldenrain tree\1470.jpg,goldenrain tree,Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
1471.jpg,Flavia_dataset\goldenrain tree\1471.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Valid,Train,Test,Train
1472.jpg,Flavia_dataset\goldenrain tree\1472.jpg,goldenrain tree,Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
1473.jpg,Flavia_dataset\goldenrain tree\1473.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
1474.jpg,Flavia_dataset\goldenrain tree\1474.jpg,goldenrain tree,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
1475.jpg,Flavia_dataset\goldenrain tree\1475.jpg,goldenrain tree,Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
1476.jpg,Flavia_dataset\goldenrain tree\1476.jpg,goldenrain tree,Train,Train,Train,Train,Train,Valid,Test,Train,Train,Train
1477.jpg,Flavia_dataset\goldenrain tree\1477.jpg,goldenrain tree,Valid,Train,Train,Train,Train,Train,Train,Test,Train,Train
1478.jpg,Flavia_dataset\goldenrain tree\1478.jpg,goldenrain tree,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
1479.jpg,Flavia_dataset\goldenrain tree\1479.jpg,goldenrain tree,Train,Train,Test,Train,Train,Train,Train,Train,Valid,Train
1480.jpg,Flavia_dataset\goldenrain tree\1480.jpg,goldenrain tree,Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
1481.jpg,Flavia_dataset\goldenrain tree\1481.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Train,Test,Valid
1482.jpg,Flavia_dataset\goldenrain tree\1482.jpg,goldenrain tree,Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
1483.jpg,Flavia_dataset\goldenrain tree\1483.jpg,goldenrain tree,Valid,Train,Train,Train,Train,Train,Train,Test,Train,Train
1484.jpg,Flavia_dataset\goldenrain tree\1484.jpg,goldenrain tree,Train,Train,Test,Train,Train,Train,Valid,Train,Train,Train
1485.jpg,Flavia_dataset\goldenrain tree\1485.jpg,goldenrain tree,Test,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1486.jpg,Flavia_dataset\goldenrain tree\1486.jpg,goldenrain tree,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
1487.jpg,Flavia_dataset\goldenrain tree\1487.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
1488.jpg,Flavia_dataset\goldenrain tree\1488.jpg,goldenrain tree,Train,Train,Train,Train,Valid,Test,Train,Train,Train,Train
1489.jpg,Flavia_dataset\goldenrain tree\1489.jpg,goldenrain tree,Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
1490.jpg,Flavia_dataset\goldenrain tree\1490.jpg,goldenrain tree,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
1491.jpg,Flavia_dataset\goldenrain tree\1491.jpg,goldenrain tree,Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
1492.jpg,Flavia_dataset\goldenrain tree\1492.jpg,goldenrain tree,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
1493.jpg,Flavia_dataset\goldenrain tree\1493.jpg,goldenrain tree,Train,Train,Valid,Test,Train,Train,Train,Train,Train,Train
1494.jpg,Flavia_dataset\goldenrain tree\1494.jpg,goldenrain tree,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
1495.jpg,Flavia_dataset\goldenrain tree\1495.jpg,goldenrain tree,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
1496.jpg,Flavia_dataset\goldenrain tree\1496.jpg,goldenrain tree,Train,Train,Train,Train,Train,Test,Train,Train,Valid,Train
1497.jpg,Flavia_dataset\Chinese cinnamon\1497.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Valid,Test,Train,Train,Train
1498.jpg,Flavia_dataset\Chinese cinnamon\1498.jpg,Chinese cinnamon,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
1499.jpg,Flavia_dataset\Chinese cinnamon\1499.jpg,Chinese cinnamon,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
1500.jpg,Flavia_dataset\Chinese cinnamon\1500.jpg,Chinese cinnamon,Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
1501.jpg,Flavia_dataset\Chinese cinnamon\1501.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Test,Valid,Train,Train,Train
1502.jpg,Flavia_dataset\Chinese cinnamon\1502.jpg,Chinese cinnamon,Train,Train,Valid,Train,Train,Train,Train,Test,Train,Train
1503.jpg,Flavia_dataset\Chinese cinnamon\1503.jpg,Chinese cinnamon,Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
1504.jpg,Flavia_dataset\Chinese cinnamon\1504.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
1505.jpg,Flavia_dataset\Chinese cinnamon\1505.jpg,Chinese cinnamon,Train,Test,Train,Valid,Train,Train,Train,Train,Train,Train
1506.jpg,Flavia_dataset\Chinese cinnamon\1506.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
1507.jpg,Flavia_dataset\Chinese cinnamon\1507.jpg,Chinese cinnamon,Test,Valid,Train,Train,Train,Train,Train,Train,Train,Train
1508.jpg,Flavia_dataset\Chinese cinnamon\1508.jpg,Chinese cinnamon,Train,Train,Train,Train,Test,Valid,Train,Train,Train,Train
1509.jpg,Flavia_dataset\Chinese cinnamon\1509.jpg,Chinese cinnamon,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
1510.jpg,Flavia_dataset\Chinese cinnamon\1510.jpg,Chinese cinnamon,Train,Train,Train,Test,Train,Train,Train,Train,Valid,Train
1511.jpg,Flavia_dataset\Chinese cinnamon\1511.jpg,Chinese cinnamon,Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
1512.jpg,Flavia_dataset\Chinese cinnamon\1512.jpg,Chinese cinnamon,Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
1513.jpg,Flavia_dataset\Chinese cinnamon\1513.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Valid,Test,Train,Train
1514.jpg,Flavia_dataset\Chinese cinnamon\1514.jpg,Chinese cinnamon,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
1515.jpg,Flavia_dataset\Chinese cinnamon\1515.jpg,Chinese cinnamon,Test,Train,Train,Train,Valid,Train,Train,Train,Train,Train
1516.jpg,Flavia_dataset\Chinese cinnamon\1516.jpg,Chinese cinnamon,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
1517.jpg,Flavia_dataset\Chinese cinnamon\1517.jpg,Chinese cinnamon,Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
1518.jpg,Flavia_dataset\Chinese cinnamon\1518.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
1519.jpg,Flavia_dataset\Chinese cinnamon\1519.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
1520.jpg,Flavia_dataset\Chinese cinnamon\1520.jpg,Chinese cinnamon,Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
1521.jpg,Flavia_dataset\Chinese cinnamon\1521.jpg,Chinese cinnamon,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1522.jpg,Flavia_dataset\Chinese cinnamon\1522.jpg,Chinese cinnamon,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
1523.jpg,Flavia_dataset\Chinese cinnamon\1523.jpg,Chinese cinnamon,Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
1524.jpg,Flavia_dataset\Chinese cinnamon\1524.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
1525.jpg,Flavia_dataset\Chinese cinnamon\1525.jpg,Chinese cinnamon,Train,Test,Train,Train,Train,Train,Train,Train,Valid,Train
1526.jpg,Flavia_dataset\Chinese cinnamon\1526.jpg,Chinese cinnamon,Train,Train,Train,Test,Train,Train,Train,Valid,Train,Train
1527.jpg,Flavia_dataset\Chinese cinnamon\1527.jpg,Chinese cinnamon,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1528.jpg,Flavia_dataset\Chinese cinnamon\1528.jpg,Chinese cinnamon,Train,Train,Train,Valid,Test,Train,Train,Train,Train,Train
1529.jpg,Flavia_dataset\Chinese cinnamon\1529.jpg,Chinese cinnamon,Train,Train,Test,Train,Train,Train,Valid,Train,Train,Train
1530.jpg,Flavia_dataset\Chinese cinnamon\1530.jpg,Chinese cinnamon,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
1531.jpg,Flavia_dataset\Chinese cinnamon\1531.jpg,Chinese cinnamon,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1532.jpg,Flavia_dataset\Chinese cinnamon\1532.jpg,Chinese cinnamon,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
1533.jpg,Flavia_dataset\Chinese cinnamon\1533.jpg,Chinese cinnamon,Train,Test,Train,Valid,Train,Train,Train,Train,Train,Train
1534.jpg,Flavia_dataset\Chinese cinnamon\1534.jpg,Chinese cinnamon,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
1535.jpg,Flavia_dataset\Chinese cinnamon\1535.jpg,Chinese cinnamon,Train,Train,Test,Train,Train,Train,Valid,Train,Train,Train
1536.jpg,Flavia_dataset\Chinese cinnamon\1536.jpg,Chinese cinnamon,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
1537.jpg,Flavia_dataset\Chinese cinnamon\1537.jpg,Chinese cinnamon,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1538.jpg,Flavia_dataset\Chinese cinnamon\1538.jpg,Chinese cinnamon,Train,Train,Valid,Train,Train,Train,Train,Train,Test,Train
1539.jpg,Flavia_dataset\Chinese cinnamon\1539.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
1540.jpg,Flavia_dataset\Chinese cinnamon\1540.jpg,Chinese cinnamon,Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
1541.jpg,Flavia_dataset\Chinese cinnamon\1541.jpg,Chinese cinnamon,Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
1542.jpg,Flavia_dataset\Chinese cinnamon\1542.jpg,Chinese cinnamon,Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
1543.jpg,Flavia_dataset\Chinese cinnamon\1543.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Test,Valid,Train,Train,Train
1544.jpg,Flavia_dataset\Chinese cinnamon\1544.jpg,Chinese cinnamon,Train,Valid,Train,Train,Test,Train,Train,Train,Train,Train
1545.jpg,Flavia_dataset\Chinese cinnamon\1545.jpg,Chinese cinnamon,Train,Train,Train,Valid,Train,Train,Test,Train,Train,Train
1546.jpg,Flavia_dataset\Chinese cinnamon\1546.jpg,Chinese cinnamon,Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
1547.jpg,Flavia_dataset\Chinese cinnamon\1547.jpg,Chinese cinnamon,Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
1548.jpg,Flavia_dataset\Chinese cinnamon\1548.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
1549.jpg,Flavia_dataset\Chinese cinnamon\1549.jpg,Chinese cinnamon,Test,Train,Train,Train,Train,Train,Train,Valid,Train,Train
1550.jpg,Flavia_dataset\Chinese cinnamon\1550.jpg,Chinese cinnamon,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
1551.jpg,Flavia_dataset\Chinese cinnamon\1551.jpg,Chinese cinnamon,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
1552.jpg,Flavia_dataset\Anhui Barberry\1552.jpg,Anhui Barberry,Train,Train,Train,Train,Train,Valid,Train,Test,Train,Train
1553.jpg,Flavia_dataset\Anhui Barberry\1553.jpg,Anhui Barberry,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
1554.jpg,Flavia_dataset\Anhui Barberry\1554.jpg,Anhui Barberry,Train,Train,Valid,Train,Train,Test,Train,Train,Train,Train
1555.jpg,Flavia_dataset\Anhui Barberry\1555.jpg,Anhui Barberry,Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
1556.jpg,Flavia_dataset\Anhui Barberry\1556.jpg,Anhui Barberry,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1557.jpg,Flavia_dataset\Anhui Barberry\1557.jpg,Anhui Barberry,Train,Train,Train,Test,Train,Train,Train,Train,Train,Valid
1558.jpg,Flavia_dataset\Anhui Barberry\1558.jpg,Anhui Barberry,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
1559.jpg,Flavia_dataset\Anhui Barberry\1559.jpg,Anhui Barberry,Train,Test,Train,Valid,Train,Train,Train,Train,Train,Train
1560.jpg,Flavia_dataset\Anhui Barberry\1560.jpg,Anhui Barberry,Train,Train,Train,Train,Test,Train,Train,Train,Valid,Train
1561.jpg,Flavia_dataset\Anhui Barberry\1561.jpg,Anhui Barberry,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
1562.jpg,Flavia_dataset\Anhui Barberry\1562.jpg,Anhui Barberry,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
1563.jpg,Flavia_dataset\Anhui Barberry\1563.jpg,Anhui Barberry,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
1564.jpg,Flavia_dataset\Anhui Barberry\1564.jpg,Anhui Barberry,Train,Valid,Train,Train,Train,Train,Train,Test,Train,Train
1565.jpg,Flavia_dataset\Anhui Barberry\1565.jpg,Anhui Barberry,Train,Train,Train,Train,Train,Valid,Test,Train,Train,Train
1566.jpg,Flavia_dataset\Anhui Barberry\1566.jpg,Anhui Barberry,Train,Train,Train,Test,Train,Train,Train,Train,Valid,Train
1567.jpg,Flavia_dataset\Anhui Barberry\1567.jpg,Anhui Barberry,Train,Train,Train,Train,Train,Train,Train,Valid,Test,Train
1568.jpg,Flavia_dataset\Anhui Barberry\1568.jpg,Anhui Barberry,Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
1569.jpg,Flavia_dataset\Anhui Barberry\1569.jpg,Anhui Barberry,Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
1570.jpg,Flavia_dataset\Anhui Barberry\1570.jpg,Anhui Barberry,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
1571.jpg,Flavia_dataset\Anhui Barberry\1571.jpg,Anhui Barberry,Train,Train,Train,Valid,Test,Train,Train,Train,Train,Train
1572.jpg,Flavia_dataset\Anhui Barberry\1572.jpg,Anhui Barberry,Valid,Train,Train,Train,Train,Train,Test,Train,Train,Train
1573.jpg,Flavia_dataset\Anhui Barberry\1573.jpg,Anhui Barberry,Train,Train,Train,Train,Train,Test,Train,Train,Valid,Train
1574.jpg,Flavia_dataset\Anhui Barberry\1574.jpg,Anhui Barberry,Train,Train,Valid,Test,Train,Train,Train,Train,Train,Train
